CTantigen
C10orf120
GOLGA8G
C15orf32
MARCH11
OR4N4
BPY2
CNGA2
DSCR4
TRIML1
SPATA32
ACTRT3
OR56A3
NUTM1
C17orf74
PIWIL3
CDCA2
TCTE3
PRR23B
NT5C1B
C5orf47
MFSD6L
ZNF479
NUPR1L
SPPL2C
SPATA45
SPATA8
C6orf201
SPATA31A6
NPAP1
PRSS38
C7orf61
FAM186A
CCIN
ZPBP2
NBPF6
ARGFX
TEX38
PRR30
UBL4B
AC016757.3
KDM4D
SLC36A3
KRT26
SPATA12
FAM228A
AKAP14
SPATC1
KIF24
TMEM232
EFCAB6
ACTL7A
HEATR4
H1FNT
FAM9C
HIST1H1T
HYPM
PRR27
DPPA3
COX8C
TMEM247
C17orf97
C5orf52
CXorf67
C9orf153
LIN28B
TMEM202
C2orf78
CCDC157
RNF133
FAM166A
LRRIQ4
PRR19
PPP3R2
NANOS2
TMCO2
BEND4
BSX
MAGEB16
DUSP21
NKAPL
FSCB
ZAR1L
DRICH1
FOXR2
RP11-113D6.10
SYCP2
OR8A1
OR2C3
STK31
INCA1
NBPF4
CRYBA4
GK2
PFN3
PATE2
TOMM20L
TEX43
ZNF705A
ZNF679
ADAM32
ZSCAN5B
FABP12
DMBX1
CCER1
CFAP43
C9orf173
C4orf22
MEIG1
ZNF560
TUBA3C
FAM47C
CLEC4C
CCT8L2
RTP2
GPX6
C19orf45
OXCT2
STKLD1
PNMA5
ITPRIPL1
DCAF12L1
TCP10
FAM229B
FANK1
LELP1
OOEP
DPPA5
C1orf146
CXorf66
C10orf62
C1orf141
RHOXF2B
LIPJ
LRRC73
RPA4
GGNBP1
OR13C3
OR8B2
C6orf10
DFNB59
PRAMEF14
PSORS1C1
C5orf60
C9orf57
IL31
OR2H1
OR11A1
KRT25
FAM221B
FBXO47
PCDHA9
SYCE1L
FAM71F2
FAM205A
CDKL4
C4orf47
C7orf66
CCDC144NL
VCX3B
ARRDC5
C16orf96
TTC23L
C22orf42
SMIM21
RNASE13
TCEB3B
CD200R1L
TRIM71
TSSK1B
PRR22
CSH2
TCL1B
TTLL13P
ST7-OT4
IQCJ
GNAT3
RAD51AP2
TBC1D26
ACSM4
C16orf90
GOLGA6B
KCNU1
ZNF705D
GAB4
SYCE3
PAPOLB
LL22NC03-63E9.3
C2orf16
OR3A2
OR1C1
XKR9
C7orf71
GPX5
CDKN2A-AS1
DCAF8L1
KIF4B
RBMY1J
PRPS1L1
IQCF3
LINC01098
ZBED9
PRAMEF6
BTBD18
PRR23C
TSPY4
RBMY1A1
C5orf58
RNF148
PATE3
TLX1NB
C4orf51
MBD3L5
OR7E24
C2orf61
TEX35
L1TD1
TCP10L
RBMY1E
CCDC169
RBMY1B
WFDC6
CFAP57
RGAG1
RAD21L1
INSL3
POU5F2
SPATS1
KIAA1210
RFPL4B
EID3
CCDC166
NOX5
CLEC12B
PRSS58
C20orf141
TSPY1
TP53TG3B
ACTRT1
AKNAD1
AMELY
ANHX
ANKRD20A2
ANKRD60
APITD1-CORT
APOBEC4
ARL14EPL
ATP11AUN
ATXN3L
BHMG1
BMP15
BOD1L2
BPIFA3
BPIFB3
BPIFC
BPY2B
BPY2C
BSPH1
C10orf113
C11orf71
C11orf94
C12orf80
C14orf177
C16orf78
C16orf82
C16orf97
C17orf105
C17orf112
C17orf50
C17orf98
C18orf63
C19orf67
C19orf84
C1orf100
C1orf167
C1orf185
C1orf234
C20orf144
C20orf78
C3orf56
C3orf79
C3orf84
C4orf45
C6orf99
C7orf65
C8orf74
CABP2
CATSPER4
CATSPERD
CCDC105
CCDC169-SOHLH2
CCDC172
CCDC179
CCDC182
CCDC183
CCDC79
CCL27
CCNYL3
CDC20B
CDRT15
CDRT15L2
CDY1
CDY1B
CELA3B
CEP295NL
CERS3
CFHR5
CGB1
CGB5
CGB8
CLPSL1
CLPSL2
CLRN1
CLRN2
CSH1
CSHL1
CST8
CST9
CT45A10
CT45A7
CT45A8
CT45A9
CT47A12
CTAGE6
CTAGE9
CXorf49
CXorf49B
CXorf51A
CXorf51B
CYLC1
CYLC2
CYP11B1
CYP11B2
DAZ1
DAZ2
DAZ3
DAZ4
DBX1
DCAF8L2
DCDC2C
DDI1
DEFB104A
DEFB104B
DEFB105A
DEFB105B
DEFB106A
DEFB106B
DEFB107A
DEFB107B
DEFB110
DEFB112
DEFB114
DEFB118
DEFB121
DEFB127
DEFB128
DEFB129
DEFB130
DEFB134
DEFB135
DNAH17
DNAJB3
DND1
DRD3
DUX4
EBLN1
EDDM3B
EFCAB9
ENDOV
EPPIN-WFDC6
ERICH6B
EVX2
FAM197Y9
FAM205C
FAM209A
FAM231D
FAM24A
FAM25C
FAM25G
FAM26D
FAM47A
FAM47B
FAM71B
FAM71C
FANCA
FANCD2P2
FGF4
FNDC7
FOXE3
FTH1P18
FUT5
GABRR3
GAGE2E
GAST
GJA10
GLT6D1
GOLGA6L1
GOLGA6L22
GOLGA6L6
GOT1L1
GPHB5
GPR139
GPR31
GPR32
GRXCR1
GS1-259H13.2
GSC2
GSTA5
GTF2A1L
H2AFB1
H2AFB3
HEATR9
HIGD1C
HIST1H1A
HIST1H2AA
HIST1H2BA
HIST1H2BB
HIST1H3J
HIST1H4F
HLA-DQB3
HMHB1
HNRNPCL1
HNRNPCL2
HNRNPCL4
HSFX2
HSFY1
HTN1
HTN3
IGLL1
IL17F
IL3
IL4I1
INHA
IQCA1L
IQCF2
IQCF5
IQCF6
IZUMO3
KCNA10
KIF2B
KRT35
KRT82
KRTAP10-1
KRTAP10-12
KRTAP10-2
KRTAP10-6
KRTAP10-7
KRTAP12-4
KRTAP13-1
KRTAP19-8
KRTAP20-1
KRTAP20-2
KRTAP21-1
KRTAP21-2
KRTAP26-1
KRTAP6-1
KRTAP8-1
KRTAP9-2
LACTBL1
LCE2D
LCE3C
LINC00083
LINC00452
LINC00684
LRIT1
LRRC72
LRRD1
LYPD4
LYZL6
MAF
MAGEA9B
MAGEB17
MBD3L2
MBD3L3
MBD3L4
MC3R
MGAT4D
MPC1L
MRGPRG
MRGPRX4
MS4A13
MS4A18
MS4A5
NACA2
NEUROG1
NKX1-1
NKX2-4
NLRP10
NMS
NT5C1B-RDH14
NUTM2F
OCM2
OFCC1
OPN1LW
OR10A4
OR10A7
OR10H5
OR10J1
OR11G2
OR11H4
OR11H6
OR13D1
OR13G1
OR14A16
OR14J1
OR1D2
OR1E1
OR1G1
OR1J2
OR1J4
OR1K1
OR1L3
OR1N1
OR2A4
OR2AK2
OR2D2
OR2F1
OR2F2
OR2G6
OR2J2
OR2J3
OR2K2
OR2V2
OR2W1
OR2W5
OR3A1
OR4A16
OR4D1
OR4D6
OR4E1
OR4E2
OR4F3
OR4K1
OR4M2
OR4Q3
OR51A7
OR51I2
OR51Q1
OR51S1
OR52D1
OR52E2
OR52E4
OR52E6
OR52H1
OR52L1
OR56A1
OR56A5
OR5A1
OR5AC2
OR5B12
OR5B2
OR5B21
OR5C1
OR5H14
OR5H15
OR5H6
OR5M11
OR5M8
OR5V1
OR6A2
OR6B1
OR6B2
OR6C2
OR6V1
OR7D4
OR8B12
OR8B3
OR8D1
OR8G1
OR8G5
OR8S1
OR9Q2
OTOG
OTOP2
PCDHA1
PCDHA13
PCDHA2
PCDHA4
PCDHA5
PCDHA7
PCDHA8
PCDHAC1
PDILT
PIK3R3
PLA2G2E
POM121L12
POTEB2
POTEB3
POTEF
PP2D1
PPEF2
PRAMEF11
PRAMEF15
PRAMEF19
PRAMEF20
PRAMEF4
PRAMEF5
PRH1
PRM3
PRR20A
PRR20B
PRR20C
PRR20D
PRR20E
PRR23A
PRR23D1
PRR23D2
PRSS41
PRY2
PSG11
PSG3
PSG8
PSKH2
PSMB11
PTF1A
PTH2
PURG
R3HDML
RBAK-RBAKDN
RBMXL3
RBMY1D
RBPJL
RFPL4AL1
RFX6
RGPD4
RIMBP3
RIMBP3B
RIMBP3C
RNASE12
RNASE8
RNF103-CHMP3
RNF151
RNF212B
S100A7L2
SAMD7
SCGB1D1
SCN10A
SCP2D1
SEL1L2
SERINC4
SERPINA2
SIX6
SKA3
SKOR2
SLC25A31
SLC25A52
SLC35G4
SLC6A5
SMIM23
SPACA5B
SPACA7
SPAG11B
SPATA21
SPATA31A1
SPATA31A3
SPATA31A5
SPATA31A7
SPATA31C1
SPATA31C2
SPATA31D1
SPATA31D3
SPATA31D4
SPDYE17
SPEM1
SPINT3
SPINT4
SPRR4
SSMEM1
SSX2B
SULT6B1
SUN5
SYCN
TAAR2
TAF1L
TAS2R1
TBC1D21
TBC1D28
TBC1D3D
TBC1D3F
TBC1D3G
TBC1D3I
TBC1D3J
TCEB3C
TCHHL1
TDRD15
TEX13A
TEX28
TEX33
TEX40
TMEM210
TMEM225
TMEM239
TMEM262
TMPRSS11F
TNP2
TOPAZ1
TP53TG3
TP53TG3C
TRIM43B
TRIM48
TRIM49B
TRIM49C
TRIM49D2
TRIM51
TRPC5OS
TSGA10IP
TSPY10
TSPY8
TSSK2
TTLL8
TXNDC8
VCY
VCY1B
VN1R4
VN1R5
VPREB1
WFDC10A
WFDC9
ZAN
ZAR1
ZCCHC13
ZNF705B
ZNF705G
ZNF729
ZNF735
PAK6
RP1-172N19.1
RP11-1236K1.1
RP11-402G3.3
CTC-441N14.4
WI2-3308P17.2
PRAMEF13
RP11-360D2.1
PRAMEF25
AC011525.4
